Algusaeg,Lõppaeg,Kaloreid (kcal),Kaugus (m),Minimaalne laiuskraad (kraadi),Minimaalne pikkuskraad (kraadi),Maksimaalne laiuskraad (kraadi),Maksimaalne pikkuskraad (kraadi),Keskmine kiirus (m/s),Max kiirus (m/s),Min kiirus (m/s),Sammuloend,Keskmine kaal (kg),Max kaal (kg),Min kaal (kg),Inaktiivsus kestus (ms)
05:45:00.000+02:00,06:00:00.000+02:00,15.854166264948095,,,,,,,,,,,,,900000
06:00:00.000+02:00,06:15:00.000+02:00,15.854166264948095,,58.11793899536133,24.493698120117188,58.11799240112305,24.49373435974121,0.5336539447307587,0.5405603647232056,0.5267475247383118,,,,,900000
06:15:00.000+02:00,06:30:00.000+02:00,15.854166264948095,,,,,,,,,,,,,900000
06:30:00.000+02:00,06:45:00.000+02:00,15.854166264948095,,,,,,,,,,,,,900000
06:45:00.000+02:00,07:00:00.000+02:00,15.854166264948095,,58.11797332763672,24.493698120117188,58.11797332763672,24.493698120117188,,,,,,,,900000
07:00:00.000+02:00,07:15:00.000+02:00,15.854166264948095,,,,,,,,,,,,,900000
07:15:00.000+02:00,07:30:00.000+02:00,15.854166264948095,,58.11793899536133,24.493637084960938,58.11806106567383,24.493824005126953,0.6232992112636566,0.7158183455467224,0.5307800769805908,,,,,900000
07:30:00.000+02:00,07:45:00.000+02:00,15.854166264948095,,,,,,,,,,,,,900000
07:45:00.000+02:00,08:00:00.000+02:00,15.854166264948095,,58.11793899536133,24.49373435974121,58.11793899536133,24.49373435974121,,,,,,,,900000
08:00:00.000+02:00,08:15:00.000+02:00,15.854166264948095,,,,,,,,,,,,,900000
08:15:00.000+02:00,08:30:00.000+02:00,15.854166264948095,,58.11794662475586,24.49359893798828,58.118011474609375,24.493635177612305,,,,,,,,900000
08:30:00.000+02:00,08:45:00.000+02:00,15.854166264948095,,,,,,,,,,,,,900000
08:45:00.000+02:00,09:00:00.000+02:00,15.854166264948095,,58.117916107177734,24.49361801147461,58.11796569824219,24.493698120117188,,,,,,,,900000
09:00:00.000+02:00,09:15:00.000+02:00,15.854166264948095,,,,,,,,,,,,,900000
09:15:00.000+02:00,09:30:00.000+02:00,15.854166264948095,,,,,,,,,,,,,900000
09:30:00.000+02:00,09:45:00.000+02:00,15.854166264948095,,58.11793899536133,24.49366569519043,58.11797332763672,24.49373435974121,,,,,,,,900000
09:45:00.000+02:00,10:00:00.000+02:00,15.854166264948095,,,,,,,,,,,,,900000
10:00:00.000+02:00,10:15:00.000+02:00,15.854166264948095,,,,,,,,,,,,,900000
10:15:00.000+02:00,10:30:00.000+02:00,15.854166264948095,,58.118064880371094,24.493608474731445,58.118072509765625,24.493738174438477,,,,,,,,900000
10:30:00.000+02:00,10:45:00.000+02:00,15.854166264948095,,58.11793899536133,24.49373435974121,58.11793899536133,24.49373435974121,,,,,,,,900000
10:45:00.000+02:00,11:00:00.000+02:00,15.854166264948095,,58.11795425415039,24.49368667602539,58.11795425415039,24.49368667602539,,,,24,,,,900000
11:00:00.000+02:00,11:15:00.000+02:00,15.854166153165025,,,,,,,,,,,,,354694
11:15:00.000+02:00,11:30:00.000+02:00,15.85416601412419,,,,,,,,,6,,,,876318
11:30:00.000+02:00,11:45:00.000+02:00,15.854166012331616,,,,,,,,,53,,,,900000
11:45:00.000+02:00,12:00:00.000+02:00,15.854166012331616,,,,,,,,,56,,,,900000
12:00:00.000+02:00,12:15:00.000+02:00,15.854166012331616,,,,,,,,,153,,,,900000
12:15:00.000+02:00,12:30:00.000+02:00,15.854166012331616,,,,,,,,,157,,,,900000
12:30:00.000+02:00,12:45:00.000+02:00,15.854166012331616,,,,,,,,,31,,,,900000
12:45:00.000+02:00,13:00:00.000+02:00,15.854166012331616,,,,,,,,,25,,,,900000
13:00:00.000+02:00,13:15:00.000+02:00,15.854166012331616,,,,,,,,,3,,,,900000
13:15:00.000+02:00,13:30:00.000+02:00,15.854166012331616,,,,,,,,,2,,,,900000
13:30:00.000+02:00,13:45:00.000+02:00,15.854166012331616,,,,,,,,,69,,,,900000
13:45:00.000+02:00,14:00:00.000+02:00,15.854166012331616,,,,,,,,,72,,,,900000
14:00:00.000+02:00,14:15:00.000+02:00,15.854166012331616,,,,,,,,,13,,,,900000
14:15:00.000+02:00,14:30:00.000+02:00,15.854166012331616,,,,,,,,,11,,,,900000
14:30:00.000+02:00,14:45:00.000+02:00,15.854166012331616,,,,,,,,,6,,,,900000
14:45:00.000+02:00,15:00:00.000+02:00,15.854166012331616,,,,,,,,,5,,,,900000
15:00:00.000+02:00,15:15:00.000+02:00,15.854166012331616,,,,,,,,,3,,,,900000
15:15:00.000+02:00,15:30:00.000+02:00,15.854166012331616,,,,,,,,,3,,,,900000
15:30:00.000+02:00,15:45:00.000+02:00,15.854166012331616,,,,,,,,,0,,,,900000
15:45:00.000+02:00,16:00:00.000+02:00,15.854166012331616,,,,,,,,,,,,,900000
16:00:00.000+02:00,16:15:00.000+02:00,15.854166012331616,,,,,,,,,16,,,,900000
16:15:00.000+02:00,16:30:00.000+02:00,15.854166012331616,,,,,,,,,17,,,,900000
16:30:00.000+02:00,16:45:00.000+02:00,15.854166012331616,,,,,,,,,19,,,,900000
16:45:00.000+02:00,17:00:00.000+02:00,15.854166012331616,,,,,,,,,19,,,,900000
17:00:00.000+02:00,17:15:00.000+02:00,15.854166012331616,,,,,,,,,7,,,,900000
17:15:00.000+02:00,17:30:00.000+02:00,15.854166012331616,,,,,,,,,6,,,,900000
17:30:00.000+02:00,17:45:00.000+02:00,15.854166012331616,,,,,,,,,3,,,,900000
17:45:00.000+02:00,18:00:00.000+02:00,15.854166012331616,,,,,,,,,3,,,,900000
18:00:00.000+02:00,18:15:00.000+02:00,15.854166012331616,,,,,,,,,1,,,,900000
18:15:00.000+02:00,18:30:00.000+02:00,15.854166012331616,,,,,,,,,1,,,,900000
18:30:00.000+02:00,18:45:00.000+02:00,15.854166012331616,,,,,,,,,0,,,,900000
18:45:00.000+02:00,19:00:00.000+02:00,15.854166012331616,,,,,,,,,,,,,900000
19:00:00.000+02:00,19:15:00.000+02:00,15.854166012331616,,,,,,,,,55,,,,900000
19:15:00.000+02:00,19:30:00.000+02:00,15.854166012331616,,,,,,,,,58,,,,900000
19:30:00.000+02:00,19:45:00.000+02:00,15.854166012331616,,,,,,,,,5,,,,900000
19:45:00.000+02:00,20:00:00.000+02:00,15.854166012331616,,,,,,,,,2,,,,900000
20:00:00.000+02:00,20:15:00.000+02:00,15.854166012331616,,,,,,,,,3,,,,900000
20:15:00.000+02:00,20:30:00.000+02:00,15.854166012331616,,,,,,,,,3,,,,900000
20:30:00.000+02:00,20:45:00.000+02:00,15.854166012331616,,,,,,,,,18,,,,900000
20:45:00.000+02:00,21:00:00.000+02:00,15.854166012331616,,,,,,,,,19,,,,900000
21:00:00.000+02:00,21:15:00.000+02:00,15.854166012331616,,,,,,,,,9,,,,900000
21:15:00.000+02:00,21:30:00.000+02:00,15.854166012331616,,,,,,,,,8,,,,900000
21:30:00.000+02:00,21:45:00.000+02:00,15.854166012331616,,,,,,,,,22,,,,900000
21:45:00.000+02:00,22:00:00.000+02:00,15.854166012331616,,,,,,,,,23,,,,900000
22:00:00.000+02:00,22:15:00.000+02:00,15.854166012331616,,,,,,,,,4,,,,900000
22:15:00.000+02:00,22:30:00.000+02:00,15.854166012331616,,,,,,,,,3,,,,900000
22:30:00.000+02:00,22:45:00.000+02:00,15.854166012331616,,,,,,,,,0,,,,900000
22:45:00.000+02:00,23:00:00.000+02:00,15.854166012331616,,,,,,,,,,,,,900000
23:00:00.000+02:00,23:15:00.000+02:00,15.854166012331616,,,,,,,,,4,,,,900000
23:15:00.000+02:00,23:30:00.000+02:00,15.854166012331616,,,,,,,,,4,,,,900000
23:30:00.000+02:00,23:45:00.000+02:00,15.854166012331616,,,,,,,,,101,,,,900000
23:45:00.000+02:00,00:00:00.000+02:00,15.854166012331616,,,,,,,,,106,,,,900000
